fall_membership_statistics (1),,,,,,,,,,
School Year,Level,Division Number,Division Name,School Number,School Name,Race,Disadvantaged,Full Time Count (All Grades),Part Time Count (All Grades),Total Count
2011-2012,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,71,,71
2011-2012,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,63,,63
2011-2012,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"Black, not of Hispanic origin",Y,<,,<
2011-2012,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"White, not of Hispanic origin",Y,10,,10
2011-2012,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,143,<,145
2011-2012,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,132,,132
2011-2012,School,2,Albemarle County,1053,Baker-Butler Elementary,"Black, not of Hispanic origin",Y,32,,32
2011-2012,School,2,Albemarle County,1053,Baker-Butler Elementary,"White, not of Hispanic origin",Y,43,,43
2011-2012,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"Black, not of Hispanic origin",Y,26,,26
2011-2012,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"White, not of Hispanic origin",Y,50,,50
2011-2012,School,2,Albemarle County,100,Broadus Wood Elementary,"Black, not of Hispanic origin",Y,<,,<
2011-2012,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,29,,29
2011-2012,School,2,Albemarle County,941,Brownsville Elementary,"Black, not of Hispanic origin",Y,13,,13
2011-2012,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,75,,75
2011-2012,School,2,Albemarle County,340,Crozet Elementary,"Black, not of Hispanic origin",Y,<,,<
2011-2012,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,52,,52
2011-2012,School,2,Albemarle County,10,Hollymead Elementary,"Black, not of Hispanic origin",Y,<,,<
2011-2012,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,28,,28
2011-2012,School,2,Albemarle County,950,Jack Jouett Middle,"Black, not of Hispanic origin",Y,100,,100
2011-2012,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,51,,51
2011-2012,School,2,Albemarle County,69,Jackson P. Burley Middle,"Black, not of Hispanic origin",Y,60,,60
2011-2012,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,54,,54
2011-2012,School,2,Albemarle County,942,Joseph T. Henley Middle,"Black, not of Hispanic origin",Y,23,,23
2011-2012,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,53,,53
2011-2012,School,2,Albemarle County,20,Leslie H. Walton Middle,"Black, not of Hispanic origin",Y,34,,34
2011-2012,School,2,Albemarle County,20,Leslie H. Walton Middle,"White, not of Hispanic origin",Y,89,,89
2011-2012,School,2,Albemarle County,40,Mary Carr Greer Elementary,"Black, not of Hispanic origin",Y,133,,133
2011-2012,School,2,Albemarle County,40,Mary Carr Greer Elementary,"White, not of Hispanic origin",Y,56,,56
2011-2012,School,2,Albemarle County,250,Meriwether Lewis Elementary,"Black, not of Hispanic origin",Y,<,,<
2011-2012,School,2,Albemarle County,250,Meriwether Lewis Elementary,"White, not of Hispanic origin",Y,34,,34
2011-2012,School,2,Albemarle County,1052,Monticello High,"Black, not of Hispanic origin",Y,76,,76
2011-2012,School,2,Albemarle County,1052,Monticello High,"White, not of Hispanic origin",Y,157,,157
2011-2012,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"Black, not of Hispanic origin",Y,20,,20
2011-2012,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"White, not of Hispanic origin",Y,37,,37
2011-2012,School,2,Albemarle County,890,Murray High,"Black, not of Hispanic origin",Y,<,,<
2011-2012,School,2,Albemarle County,890,Murray High,"White, not of Hispanic origin",Y,15,,15
2011-2012,School,2,Albemarle County,150,Paul H. Cale Elementary,"Black, not of Hispanic origin",Y,29,,29
2011-2012,School,2,Albemarle County,150,Paul H. Cale Elementary,"White, not of Hispanic origin",Y,61,,61
2011-2012,School,2,Albemarle County,540,Red Hill Elementary,"Black, not of Hispanic origin",Y,15,,15
2011-2012,School,2,Albemarle County,540,Red Hill Elementary,"White, not of Hispanic origin",Y,63,,63
2011-2012,School,2,Albemarle County,30,Scottsville Elementary,"Black, not of Hispanic origin",Y,<,,<
2011-2012,School,2,Albemarle County,30,Scottsville Elementary,"White, not of Hispanic origin",Y,80,,80
2011-2012,School,2,Albemarle County,920,Stone Robinson Elementary,"Black, not of Hispanic origin",Y,30,,30
2011-2012,School,2,Albemarle County,920,Stone Robinson Elementary,"White, not of Hispanic origin",Y,69,,69
2011-2012,School,2,Albemarle County,240,Stony Point Elementary,"Black, not of Hispanic origin",Y,30,,30
2011-2012,School,2,Albemarle County,240,Stony Point Elementary,"White, not of Hispanic origin",Y,27,,27
2011-2012,School,2,Albemarle County,910,Virginia L. Murray Elementary,"Black, not of Hispanic origin",Y,10,,10
2011-2012,School,2,Albemarle County,910,Virginia L. Murray Elementary,"White, not of Hispanic origin",Y,10,,10
2011-2012,School,2,Albemarle County,140,Western Albemarle High,"Black, not of Hispanic origin",Y,18,,18
2011-2012,School,2,Albemarle County,140,Western Albemarle High,"White, not of Hispanic origin",Y,66,,66
2011-2012,School,2,Albemarle County,930,Woodbrook Elementary,"Black, not of Hispanic origin",Y,63,,63
2011-2012,School,2,Albemarle County,930,Woodbrook Elementary,"White, not of Hispanic origin",Y,31,,31
2011-2012,Division,2,Albemarle County,,,"Black, not of Hispanic origin",Y,950,<,952
2011-2012,Division,2,Albemarle County,,,"White, not of Hispanic origin",Y,"1,435",,"1,435"
2011-2012,School,104,Charlottesville City,100,Buford Middle,"Black, not of Hispanic origin",Y,165,,165
2011-2012,School,104,Charlottesville City,100,Buford Middle,"White, not of Hispanic origin",Y,35,,35
2011-2012,School,104,Charlottesville City,70,Burnley-Moran Elementary,"Black, not of Hispanic origin",Y,89,,89
2011-2012,School,104,Charlottesville City,70,Burnley-Moran Elementary,"White, not of Hispanic origin",Y,32,,32
2011-2012,School,104,Charlottesville City,140,Charlottesville High,"Black, not of Hispanic origin",Y,348,,348
2011-2012,School,104,Charlottesville City,140,Charlottesville High,"White, not of Hispanic origin",Y,104,,104
2011-2012,School,104,Charlottesville City,50,Clark Elementary,"Black, not of Hispanic origin",Y,170,,170
2011-2012,School,104,Charlottesville City,50,Clark Elementary,"White, not of Hispanic origin",Y,36,,36
2011-2012,School,104,Charlottesville City,90,Greenbrier Elementary,"Black, not of Hispanic origin",Y,54,,54
2011-2012,School,104,Charlottesville City,90,Greenbrier Elementary,"White, not of Hispanic origin",Y,20,,20
2011-2012,School,104,Charlottesville City,120,Jackson-Via Elementary,"Black, not of Hispanic origin",Y,139,,139
2011-2012,School,104,Charlottesville City,120,Jackson-Via Elementary,"White, not of Hispanic origin",Y,30,,30
2011-2012,School,104,Charlottesville City,10,Johnson Elementary,"Black, not of Hispanic origin",Y,135,,135
2011-2012,School,104,Charlottesville City,10,Johnson Elementary,"White, not of Hispanic origin",Y,22,,22
2011-2012,School,104,Charlottesville City,40,Venable Elementary,"Black, not of Hispanic origin",Y,72,,72
2011-2012,School,104,Charlottesville City,40,Venable Elementary,"White, not of Hispanic origin",Y,24,,24
2011-2012,School,104,Charlottesville City,110,Walker Upper Elementary,"Black, not of Hispanic origin",Y,179,,179
2011-2012,School,104,Charlottesville City,110,Walker Upper Elementary,"White, not of Hispanic origin",Y,39,,39
2011-2012,Division,104,Charlottesville City,,,"Black, not of Hispanic origin",Y,"1,351",,"1,351"
2011-2012,Division,104,Charlottesville City,,,"White, not of Hispanic origin",Y,342,,342
2011-2012,School,32,Fluvanna County,300,Central Elementary,"Black, not of Hispanic origin",Y,130,,130
2011-2012,School,32,Fluvanna County,300,Central Elementary,"White, not of Hispanic origin",Y,219,,219
2011-2012,School,32,Fluvanna County,270,Columbia District Elementary,"Black, not of Hispanic origin",Y,25,,25
2011-2012,School,32,Fluvanna County,270,Columbia District Elementary,"White, not of Hispanic origin",Y,16,,16
2011-2012,School,32,Fluvanna County,290,Cunningham District Elementary,"Black, not of Hispanic origin",Y,33,,33
2011-2012,School,32,Fluvanna County,290,Cunningham District Elementary,"White, not of Hispanic origin",Y,70,,70
2011-2012,School,32,Fluvanna County,260,Fluvanna County High,"Black, not of Hispanic origin",Y,103,,103
2011-2012,School,32,Fluvanna County,260,Fluvanna County High,"White, not of Hispanic origin",Y,149,,149
2011-2012,School,32,Fluvanna County,20,Fluvanna Middle,"Black, not of Hispanic origin",Y,86,,86
2011-2012,School,32,Fluvanna County,20,Fluvanna Middle,"White, not of Hispanic origin",Y,136,,136
2011-2012,Division,32,Fluvanna County,,,"Black, not of Hispanic origin",Y,377,,377
2011-2012,Division,32,Fluvanna County,,,"White, not of Hispanic origin",Y,590,,590
2011-2012,School,39,Greene County,10,Greene County Primary,"Black, not of Hispanic origin",Y,26,,26
2011-2012,School,39,Greene County,10,Greene County Primary,"White, not of Hispanic origin",Y,199,<,200
2011-2012,School,39,Greene County,20,Nathanael Greene Elementary,"Black, not of Hispanic origin",Y,23,,23
2011-2012,School,39,Greene County,20,Nathanael Greene Elementary,"White, not of Hispanic origin",Y,127,,127
2011-2012,School,39,Greene County,30,Ruckersville Elementary,"Black, not of Hispanic origin",Y,34,,34
2011-2012,School,39,Greene County,30,Ruckersville Elementary,"White, not of Hispanic origin",Y,97,,97
2011-2012,School,39,Greene County,72,William Monroe High,"Black, not of Hispanic origin",Y,44,,44
2011-2012,School,39,Greene County,72,William Monroe High,"White, not of Hispanic origin",Y,160,,160
2011-2012,School,39,Greene County,71,William Monroe Middle,"Black, not of Hispanic origin",Y,44,,44
2011-2012,School,39,Greene County,71,William Monroe Middle,"White, not of Hispanic origin",Y,170,,170
2011-2012,Division,39,Greene County,,,"Black, not of Hispanic origin",Y,171,,171
2011-2012,Division,39,Greene County,,,"White, not of Hispanic origin",Y,753,<,754
2011-2012,School,54,Louisa County,660,Jouett Elementary,"Black, not of Hispanic origin",Y,61,,61
2011-2012,School,54,Louisa County,660,Jouett Elementary,"White, not of Hispanic origin",Y,170,,170
2011-2012,School,54,Louisa County,602,Louisa County High,"Black, not of Hispanic origin",Y,182,,182
2011-2012,School,54,Louisa County,602,Louisa County High,"White, not of Hispanic origin",Y,322,,322
2011-2012,School,54,Louisa County,601,Louisa County Middle,"Black, not of Hispanic origin",Y,162,,162
2011-2012,School,54,Louisa County,601,Louisa County Middle,"White, not of Hispanic origin",Y,284,,284
2011-2012,School,54,Louisa County,80,Moss-Nuckols Elementary,"Black, not of Hispanic origin",Y,108,,108
2011-2012,School,54,Louisa County,80,Moss-Nuckols Elementary,"White, not of Hispanic origin",Y,133,,133
2011-2012,School,54,Louisa County,610,Thomas Jefferson Elementary,"Black, not of Hispanic origin",Y,78,,78
2011-2012,School,54,Louisa County,610,Thomas Jefferson Elementary,"White, not of Hispanic origin",Y,198,,198
2011-2012,School,54,Louisa County,641,Trevilians Elementary,"Black, not of Hispanic origin",Y,45,,45
2011-2012,School,54,Louisa County,641,Trevilians Elementary,"White, not of Hispanic origin",Y,142,,142
2011-2012,Division,54,Louisa County,,,"Black, not of Hispanic origin",Y,636,,636
2011-2012,Division,54,Louisa County,,,"White, not of Hispanic origin",Y,"1,249",,"1,249"
2011-2012,School,62,Nelson County,710,Nelson County High,"Black, not of Hispanic origin",Y,65,,65
2011-2012,School,62,Nelson County,710,Nelson County High,"White, not of Hispanic origin",Y,150,,150
2011-2012,School,62,Nelson County,730,Nelson Middle,"Black, not of Hispanic origin",Y,42,,42
2011-2012,School,62,Nelson County,730,Nelson Middle,"White, not of Hispanic origin",Y,147,,147
2011-2012,School,62,Nelson County,10,Rockfish River Elementary,"Black, not of Hispanic origin",Y,18,,18
2011-2012,School,62,Nelson County,10,Rockfish River Elementary,"White, not of Hispanic origin",Y,140,,140
2011-2012,School,62,Nelson County,20,Tye River Elementary,"Black, not of Hispanic origin",Y,74,,74
2011-2012,School,62,Nelson County,20,Tye River Elementary,"White, not of Hispanic origin",Y,158,,158
2011-2012,Division,62,Nelson County,,,"Black, not of Hispanic origin",Y,199,,199
2011-2012,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,595,,595
2012-2013,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,88,,88
2012-2013,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,55,,55
2012-2013,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"Black, not of Hispanic origin",Y,<,,<
2012-2013,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"White, not of Hispanic origin",Y,<,,<
2012-2013,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,123,,123
2012-2013,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,123,,123
2012-2013,School,2,Albemarle County,1053,Baker-Butler Elementary,"Black, not of Hispanic origin",Y,15,,15
2012-2013,School,2,Albemarle County,1053,Baker-Butler Elementary,"White, not of Hispanic origin",Y,54,,54
2012-2013,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"Black, not of Hispanic origin",Y,18,,18
2012-2013,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"White, not of Hispanic origin",Y,66,,66
2012-2013,School,2,Albemarle County,100,Broadus Wood Elementary,"Black, not of Hispanic origin",Y,<,,<
2012-2013,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,47,,47
2012-2013,School,2,Albemarle County,941,Brownsville Elementary,"Black, not of Hispanic origin",Y,17,,17
2012-2013,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,65,,65
2012-2013,School,2,Albemarle County,340,Crozet Elementary,"Black, not of Hispanic origin",Y,<,,<
2012-2013,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,70,,70
2012-2013,School,2,Albemarle County,10,Hollymead Elementary,"Black, not of Hispanic origin",Y,<,,<
2012-2013,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,14,,14
2012-2013,School,2,Albemarle County,950,Jack Jouett Middle,"Black, not of Hispanic origin",Y,88,,88
2012-2013,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,54,,54
2012-2013,School,2,Albemarle County,69,Jackson P. Burley Middle,"Black, not of Hispanic origin",Y,64,,64
2012-2013,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,61,,61
2012-2013,School,2,Albemarle County,942,Joseph T. Henley Middle,"Black, not of Hispanic origin",Y,19,,19
2012-2013,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,40,,40
2012-2013,School,2,Albemarle County,20,Leslie H. Walton Middle,"Black, not of Hispanic origin",Y,28,,28
2012-2013,School,2,Albemarle County,20,Leslie H. Walton Middle,"White, not of Hispanic origin",Y,106,,106
2012-2013,School,2,Albemarle County,40,Mary Carr Greer Elementary,"Black, not of Hispanic origin",Y,134,,134
2012-2013,School,2,Albemarle County,40,Mary Carr Greer Elementary,"White, not of Hispanic origin",Y,75,,75
2012-2013,School,2,Albemarle County,250,Meriwether Lewis Elementary,"Black, not of Hispanic origin",Y,<,,<
2012-2013,School,2,Albemarle County,250,Meriwether Lewis Elementary,"White, not of Hispanic origin",Y,18,,18
2012-2013,School,2,Albemarle County,1052,Monticello High,"Black, not of Hispanic origin",Y,78,,78
2012-2013,School,2,Albemarle County,1052,Monticello High,"White, not of Hispanic origin",Y,142,<,143
2012-2013,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"Black, not of Hispanic origin",Y,19,,19
2012-2013,School,2,Albemarle County,1051,Mortimer Y. Sutherland Middle,"White, not of Hispanic origin",Y,32,,32
2012-2013,School,2,Albemarle County,890,Murray High,"Black, not of Hispanic origin",Y,<,,<
2012-2013,School,2,Albemarle County,890,Murray High,"White, not of Hispanic origin",Y,16,,16
