School Year,Level,Division Number,Division Name,School Number,School Name,Race,Disabled,Disability Type,Full Time Count (All Grades),Part Time Count (All Grades),Total Count
2008-2009,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,Developmental Delay,14,,14
2008-2009,Division,62,Nelson County,,,"White, not of Hispanic origin",Y,Autism,<,,<
2009-2010,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2009-2010,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2009-2010,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2009-2010,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2009-2010,School,2,Albemarle County,160,Agnor-Hurt Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2009-2010,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2009-2010,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2009-2010,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2009-2010,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2009-2010,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2009-2010,School,2,Albemarle County,160,Agnor-Hurt Elementary,"White, not of Hispanic origin",Y,Visual Impairments,<,,<
2009-2010,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2009-2010,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2009-2010,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2009-2010,School,2,Albemarle County,1060,Albemarle County Community Public Charter,"White, not of Hispanic origin",Y,Autism,<,,<
2009-2010,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,23,,23
2009-2010,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,Other Health Impairments,13,,13
2009-2010,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2009-2010,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2009-2010,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,Autism,<,,<
2009-2010,School,2,Albemarle County,880,Albemarle High,"Black, not of Hispanic origin",Y,Traumatic Brain Injured,<,,<
2009-2010,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,Specific Learning Disabilities,65,<,66
2009-2010,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,Other Health Impairments,28,,28
2009-2010,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2009-2010,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,Autism,16,,16
2009-2010,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2009-2010,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,Emotional Disturbance,10,,10
2009-2010,School,2,Albemarle County,880,Albemarle High,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2009-2010,School,2,Albemarle County,1053,Baker-Butler Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,1053,Baker-Butler Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2009-2010,School,2,Albemarle County,1053,Baker-Butler Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2009-2010,School,2,Albemarle County,1053,Baker-Butler Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2009-2010,School,2,Albemarle County,1053,Baker-Butler Elementary,"Black, not of Hispanic origin",Y,Autism,<,,<
2009-2010,School,2,Albemarle County,1053,Baker-Butler Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2009-2010,School,2,Albemarle County,1053,Baker-Butler Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,10,,10
2009-2010,School,2,Albemarle County,1053,Baker-Butler Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2009-2010,School,2,Albemarle County,1053,Baker-Butler Elementary,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2009-2010,School,2,Albemarle County,1053,Baker-Butler Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2009-2010,School,2,Albemarle County,1053,Baker-Butler Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2009-2010,School,2,Albemarle County,1053,Baker-Butler Elementary,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2009-2010,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2009-2010,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2009-2010,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2009-2010,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2009-2010,School,2,Albemarle County,900,Benjamin F. Yancey Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2009-2010,School,2,Albemarle County,100,Broadus Wood Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,100,Broadus Wood Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2009-2010,School,2,Albemarle County,100,Broadus Wood Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2009-2010,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2009-2010,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,11,,11
2009-2010,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2009-2010,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2009-2010,School,2,Albemarle County,100,Broadus Wood Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,941,Brownsville Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2009-2010,School,2,Albemarle County,941,Brownsville Elementary,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2009-2010,School,2,Albemarle County,941,Brownsville Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2009-2010,School,2,Albemarle County,941,Brownsville Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,12,,12
2009-2010,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2009-2010,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,Multiple Disabilities,<,,<
2009-2010,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2009-2010,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2009-2010,School,2,Albemarle County,941,Brownsville Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2009-2010,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,Autism,<,,<
2009-2010,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2009-2010,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2009-2010,School,2,Albemarle County,340,Crozet Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2009-2010,School,2,Albemarle County,10,Hollymead Elementary,"Black, not of Hispanic origin",Y,Hearing Impairments,<,,<
2009-2010,School,2,Albemarle County,10,Hollymead Elementary,"Black, not of Hispanic origin",Y,Visual Impairments,<,,<
2009-2010,School,2,Albemarle County,10,Hollymead Elementary,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,10,Hollymead Elementary,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2009-2010,School,2,Albemarle County,10,Hollymead Elementary,"Black, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2009-2010,School,2,Albemarle County,10,Hollymead Elementary,"Black, not of Hispanic origin",Y,Developmental Delay,<,,<
2009-2010,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,Visual Impairments,<,,<
2009-2010,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,Autism,11,,11
2009-2010,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,Speech or Language Impairments,10,,10
2009-2010,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2009-2010,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2009-2010,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2009-2010,School,2,Albemarle County,10,Hollymead Elementary,"White, not of Hispanic origin",Y,Developmental Delay,<,,<
2009-2010,School,2,Albemarle County,950,Jack Jouett Middle,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,950,Jack Jouett Middle,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2009-2010,School,2,Albemarle County,950,Jack Jouett Middle,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,10,,10
2009-2010,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,Specific Learning Disabilities,21,,21
2009-2010,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2009-2010,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,Autism,<,,<
2009-2010,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2009-2010,School,2,Albemarle County,950,Jack Jouett Middle,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2009-2010,School,2,Albemarle County,69,Jackson P. Burley Middle,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2009-2010,School,2,Albemarle County,69,Jackson P. Burley Middle,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,69,Jackson P. Burley Middle,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2009-2010,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,Visual Impairments,<,,<
2009-2010,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,Specific Learning Disabilities,12,,12
2009-2010,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
2009-2010,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2009-2010,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2009-2010,School,2,Albemarle County,69,Jackson P. Burley Middle,"White, not of Hispanic origin",Y,Autism,<,,<
2009-2010,School,2,Albemarle County,942,Joseph T. Henley Middle,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2009-2010,School,2,Albemarle County,942,Joseph T. Henley Middle,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2009-2010,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,Visual Impairments,<,,<
2009-2010,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,Orthopedic Impairments,<,,<
2009-2010,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,Other Health Impairments,20,,20
2009-2010,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,Specific Learning Disabilities,42,,42
2009-2010,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2009-2010,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,Autism,<,,<
2009-2010,School,2,Albemarle County,942,Joseph T. Henley Middle,"White, not of Hispanic origin",Y,Hearing Impairments,<,,<
2009-2010,School,2,Albemarle County,20,Leslie H. Walton Middle,"Black, not of Hispanic origin",Y,Emotional Disturbance,<,,<
2009-2010,School,2,Albemarle County,20,Leslie H. Walton Middle,"Black, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,20,Leslie H. Walton Middle,"Black, not of Hispanic origin",Y,Specific Learning Disabilities,<,,<
2009-2010,School,2,Albemarle County,20,Leslie H. Walton Middle,"Black, not of Hispanic origin",Y,Other Health Impairments,<,,<
2009-2010,School,2,Albemarle County,20,Leslie H. Walton Middle,"White, not of Hispanic origin",Y,Speech or Language Impairments,<,,<
2009-2010,School,2,Albemarle County,20,Leslie H. Walton Middle,"White, not of Hispanic origin",Y,Specific Learning Disabilities,22,,22
2009-2010,School,2,Albemarle County,20,Leslie H. Walton Middle,"White, not of Hispanic origin",Y,Other Health Impairments,<,,<
